   10000301  7.36E-08     0.644     0.000     0.000     0.000 100000
 REAC,CROSS(mb),B. MOM,  A1,    A2,    A3, # EVENTS
   2    0.1810    0.0003    0.0287614
      49019       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782    0.0001    0.6166 14
   2   -0.1782   -0.0001    0.0278614
      49020       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0000    0.6164 14
   2   -0.1789    0.0000    0.0280614
      49021       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1779    0.0007    0.6167 14
   2    0.1779   -0.0007    0.0277614
      49022       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1802    0.0005    0.6160 14
   2   -0.1802   -0.0005    0.0284614
      49023       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803    0.0004    0.6160 14
   2   -0.1803   -0.0004    0.0285614
      49024       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818    0.0007    0.6155 14
   2   -0.1818   -0.0007    0.0290614
      49025       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1785   -0.0002    0.6165 14
   2    0.1785    0.0002    0.0279614
      49026       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790    0.0005    0.6164 14
   2   -0.1790   -0.0005    0.0281614
      49027       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772    0.0005    0.6170 14
   2   -0.1772   -0.0005    0.0275614
      49028       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787    0.0007    0.6165 14
   2   -0.1787   -0.0007    0.0280614
      49029       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1801   -0.0000    0.6160 14
   2   -0.1801    0.0000    0.0284614
      49030       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783    0.0009    0.6166 14
   2   -0.1783   -0.0009    0.0278614
      49031       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1765   -0.0007    0.6172 14
   2   -0.1765    0.0007    0.0273614
      49032       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767   -0.0001    0.6171 14
   2   -0.1767    0.0001    0.0273614
      49033       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1819   -0.0002    0.6155 14
   2   -0.1819    0.0002    0.0290614
      49034       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1815   -0.0002    0.6156 14
   2   -0.1815    0.0002    0.0289614
      49035       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1814   -0.0005    0.6156 14
   2   -0.1814    0.0005    0.0289614
      49036       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1778    0.0002    0.6168 14
   2    0.1778   -0.0002    0.0277614
      49037       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1781   -0.0005    0.6167 14
   2   -0.1781    0.0005    0.0278614
      49038       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0009    0.6169 14
   2   -0.1774   -0.0009    0.0276614
      49039       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1817   -0.0003    0.6155 14
   2    0.1817    0.0003    0.0289614
      49040       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1794    0.0001    0.6162 14
   2   -0.1794   -0.0001    0.0282614
      49041       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807   -0.0008    0.6158 14
   2   -0.1807    0.0008    0.0286614
      49042       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1797   -0.0004    0.6162 14
   2   -0.1797    0.0004    0.0283614
      49043       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763    0.0002    0.6172 14
   2   -0.1763   -0.0002    0.0272614
      49044       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783    0.0001    0.6166 14
   2   -0.1783   -0.0001    0.0279614
      49045       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1804    0.0005    0.6159 14
   2   -0.1804   -0.0005    0.0285614
      49046       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771    0.0002    0.6170 14
   2   -0.1771   -0.0002    0.0275614
      49047       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811   -0.0008    0.6157 14
   2   -0.1811    0.0008    0.0288614
      49048       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1792   -0.0004    0.6163 14
   2   -0.1792    0.0004    0.0281614
      49049       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1781   -0.0004    0.6167 14
   2    0.1781    0.0004    0.0278614
      49050       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793    0.0007    0.6163 14
   2   -0.1793   -0.0007    0.0282614
      49051       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1800   -0.0007    0.6161 14
   2   -0.1800    0.0007    0.0284614
      49052       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775   -0.0002    0.6169 14
   2   -0.1775    0.0002    0.0276614
      49053       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1814    0.0003    0.6156 14
   2   -0.1814   -0.0003    0.0288614
      49054       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1785    0.0003    0.6166 14
   2    0.1785   -0.0003    0.0279614
      49055       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786   -0.0002    0.6165 14
   2   -0.1786    0.0002    0.0279614
      49056       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764    0.0008    0.6172 14
   2   -0.1764   -0.0008    0.0272614
      49057       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0003    0.6169 14
   2   -0.1774   -0.0003    0.0275614
      49058       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809    0.0007    0.6158 14
   2   -0.1809   -0.0007    0.0287614
      49059       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775    0.0008    0.6169 14
   2   -0.1775   -0.0008    0.0276614
      49060       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803    0.0001    0.6160 14
   2   -0.1803   -0.0001    0.0285614
      49061       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1769    0.0005    0.6171 14
   2   -0.1769   -0.0005    0.0274614
      49062       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811    0.0005    0.6157 14
   2   -0.1811   -0.0005    0.0288614
      49063       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1781   -0.0008    0.6167 14
   2   -0.1781    0.0008    0.0278614
      49064       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1768   -0.0007    0.6171 14
   2   -0.1768    0.0007    0.0274614
      49065       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1821    0.0001    0.6154 14
   2   -0.1821   -0.0001    0.0291614
      49066       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811    0.0006    0.6157 14
   2   -0.1811   -0.0006    0.0288614
      49067       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1794   -0.0006    0.6162 14
   2   -0.1794    0.0006    0.0282614
      49068       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790    0.0007    0.6164 14
   2   -0.1790   -0.0007    0.0281614
      49069       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761   -0.0005    0.6173 14
   2   -0.1761    0.0005    0.0271614
      49070       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816    0.0002    0.6155 14
   2   -0.1816   -0.0002    0.0289614
      49071       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816   -0.0004    0.6155 14
   2   -0.1816    0.0004    0.0289614
      49072       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784    0.0007    0.6166 14
   2   -0.1784   -0.0007    0.0279614
      49073       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1796    0.0007    0.6162 14
   2   -0.1796   -0.0007    0.0283614
      49074       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1813   -0.0007    0.6156 14
   2   -0.1813    0.0007    0.0288614
      49075       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795    0.0002    0.6162 14
   2   -0.1795   -0.0002    0.0282614
      49076       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1804   -0.0000    0.6159 14
   2   -0.1804    0.0000    0.0285614
      49077       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811   -0.0003    0.6157 14
   2   -0.1811    0.0003    0.0287614
      49078       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1806    0.0005    0.6159 14
   2   -0.1806   -0.0005    0.0286614
      49079       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1798    0.0007    0.6161 14
   2   -0.1798   -0.0007    0.0283614
      49080       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1801    0.0004    0.6160 14
   2   -0.1801   -0.0004    0.0284614
      49081       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766    0.0008    0.6171 14
   2   -0.1766   -0.0008    0.0273614
      49082       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1806   -0.0007    0.6159 14
   2   -0.1806    0.0007    0.0286614
      49083       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807    0.0000    0.6158 14
   2   -0.1807   -0.0000    0.0286614
      49084       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811   -0.0005    0.6157 14
   2   -0.1811    0.0005    0.0287614
      49085       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1821    0.0005    0.6154 14
   2   -0.1821   -0.0005    0.0291614
      49086       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795   -0.0005    0.6162 14
   2   -0.1795    0.0005    0.0282614
      49087       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786   -0.0008    0.6165 14
   2   -0.1786    0.0008    0.0280614
      49088       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784    0.0003    0.6166 14
   2   -0.1784   -0.0003    0.0279614
      49089       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766    0.0001    0.6172 14
   2   -0.1766   -0.0001    0.0273614
      49090       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776    0.0006    0.6168 14
   2   -0.1776   -0.0006    0.0276614
      49091       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818   -0.0000    0.6155 14
   2   -0.1818    0.0000    0.0290614
      49092       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1819    0.0001    0.6154 14
   2   -0.1819   -0.0001    0.0290614
      49093       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1773   -0.0000    0.6169 14
   2    0.1773    0.0000    0.0275614
      49094       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789    0.0005    0.6164 14
   2   -0.1789   -0.0005    0.0280614
      49095       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767   -0.0008    0.6171 14
   2   -0.1767    0.0008    0.0273614
      49096       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785   -0.0004    0.6165 14
   2   -0.1785    0.0004    0.0279614
      49097       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803    0.0002    0.6159 14
   2   -0.1803   -0.0002    0.0285614
      49098       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776   -0.0007    0.6168 14
   2   -0.1776    0.0007    0.0276614
      49099       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812   -0.0007    0.6157 14
   2   -0.1812    0.0007    0.0288614
      49100       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0007    0.6168 14
   2   -0.1778    0.0007    0.0277614
      49101       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812    0.0005    0.6157 14
   2   -0.1812   -0.0005    0.0288614
      49102       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1819   -0.0007    0.6155 14
   2   -0.1819    0.0007    0.0290614
      49103       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777   -0.0002    0.6168 14
   2   -0.1777    0.0002    0.0277614
      49104       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1800    0.0002    0.6161 14
   2   -0.1800   -0.0002    0.0284614
      49105       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786   -0.0006    0.6165 14
   2   -0.1786    0.0006    0.0279614
      49106       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799   -0.0001    0.6161 14
   2   -0.1799    0.0001    0.0284614
      49107       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0005    0.6159 14
   2   -0.1805    0.0005    0.0286614
      49108       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812   -0.0003    0.6157 14
   2   -0.1812    0.0003    0.0288614
      49109       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1813   -0.0005    0.6156 14
   2   -0.1813    0.0005    0.0288614
      49110       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1802    0.0007    0.6160 14
   2   -0.1802   -0.0007    0.0285614
      49111       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0005    0.6173 14
   2   -0.1762    0.0005    0.0272614
      49112       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799    0.0006    0.6161 14
   2   -0.1799   -0.0006    0.0283614
      49113       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786    0.0001    0.6165 14
   2   -0.1786   -0.0001    0.0279614
      49114       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782   -0.0005    0.6167 14
   2   -0.1782    0.0005    0.0278614
      49115       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786    0.0007    0.6165 14
   2   -0.1786   -0.0007    0.0279614
      49116       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809    0.0009    0.6158 14
   2   -0.1809   -0.0009    0.0287614
      49117       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1769   -0.0007    0.6170 14
   2   -0.1769    0.0007    0.0274614
      49118       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1779    0.0005    0.6167 14
   2    0.1779   -0.0005    0.0277614
      49119       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771    0.0008    0.6170 14
   2   -0.1771   -0.0008    0.0275614
      49120       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762    0.0005    0.6173 14
   2   -0.1762   -0.0005    0.0272614
      49121       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1788    0.0002    0.6164 14
   2   -0.1788   -0.0002    0.0280614
      49122       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775   -0.0001    0.6169 14
   2   -0.1775    0.0001    0.0276614
      49123       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0008    0.6173 14
   2   -0.1762    0.0008    0.0272614
      49124       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1798    0.0006    0.6161 14
   2   -0.1798   -0.0006    0.0283614
      49125       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793    0.0008    0.6163 14
   2   -0.1793   -0.0008    0.0282614
      49126       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1761    0.0004    0.6173 14
   2    0.1761   -0.0004    0.0271614
      49127       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775    0.0001    0.6169 14
   2   -0.1775   -0.0001    0.0276614
      49128       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763    0.0006    0.6172 14
   2   -0.1763   -0.0006    0.0272614
      49129       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1768   -0.0002    0.6171 14
   2   -0.1768    0.0002    0.0274614
      49130       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1810   -0.0005    0.6157 14
   2   -0.1810    0.0005    0.0287614
      49131       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793   -0.0004    0.6163 14
   2   -0.1793    0.0004    0.0282614
      49132       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772    0.0008    0.6170 14
   2   -0.1772   -0.0008    0.0275614
      49133       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0008    0.6173 14
   2   -0.1762    0.0008    0.0272614
      49134       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764   -0.0003    0.6172 14
   2   -0.1764    0.0003    0.0272614
      49135       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776    0.0007    0.6168 14
   2   -0.1776   -0.0007    0.0276614
      49136       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767   -0.0006    0.6171 14
   2   -0.1767    0.0006    0.0273614
      49137       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809   -0.0005    0.6158 14
   2   -0.1809    0.0005    0.0287614
      49138       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786   -0.0001    0.6165 14
   2   -0.1786    0.0001    0.0279614
      49139       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1813   -0.0004    0.6156 14
   2    0.1813    0.0004    0.0288614
      49140       301         2    0.6444 1.000E+00 1.000E+00
